2022-03-21 10:24:19.489642: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library libcuda.so.1
2022-03-21 10:24:19.523850: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1618] Found device 0 with properties: 
name: Quadro RTX 4000 major: 7 minor: 5 memoryClockRate(GHz): 1.545
pciBusID: 0000:21:00.0
2022-03-21 10:24:19.523987: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudart.so.10.0'; dlerror: libcudart.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524039: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcublas.so.10.0'; dlerror: libcublas.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524083: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcufft.so.10.0'; dlerror: libcufft.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524129: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcurand.so.10.0'; dlerror: libcurand.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524176: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcusolver.so.10.0'; dlerror: libcusolver.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524277: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcusparse.so.10.0'; dlerror: libcusparse.so.10.0: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524405: W tensorflow/stream_executor/platform/default/dso_loader.cc:55] Could not load dynamic library 'libcudnn.so.7'; dlerror: libcudnn.so.7: cannot open shared object file: No such file or directory
2022-03-21 10:24:19.524418: W tensorflow/core/common_runtime/gpu/gpu_device.cc:1641] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.
Skipping registering GPU devices...
2022-03-21 10:24:19.524897: I tensorflow/core/platform/cpu_feature_guard.cc:142] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2022-03-21 10:24:19.541295: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 2350000000 Hz
2022-03-21 10:24:19.549642: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x56496350a000 executing computations on platform Host. Devices:
2022-03-21 10:24:19.549703: I tensorflow/compiler/xla/service/service.cc:175]   StreamExecutor device (0): Host, Default Version
2022-03-21 10:24:19.714415: I tensorflow/compiler/xla/service/service.cc:168] XLA service 0x56496356d830 executing computations on platform CUDA. Devices:
2022-03-21 10:24:19.714486: I tensorflow/compiler/xla/service/service.cc:175]   StreamExecutor device (0): Quadro RTX 4000, Compute Capability 7.5
2022-03-21 10:24:19.714694: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1159] Device interconnect StreamExecutor with strength 1 edge matrix:
2022-03-21 10:24:19.714707: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1165]      
---------------------------------------------------------------
Program developed by Vinicius L S Silva (vs1819) - 14.04.2021
---------------------------------------------------------------
weight_pod:  tf.Tensor(
[5.56196868e-01 2.03024685e-01 8.77208859e-02 4.96064164e-02
 4.05909568e-02 1.79590061e-02 1.43773295e-02 1.33153498e-02
 4.74109687e-03 3.75490240e-03 3.47938458e-03 2.55672471e-03
 1.36965106e-03 9.87468055e-04 3.19285289e-04], shape=(15,), dtype=float32)

weight_R0_p:  tf.Tensor([0.005 0.005], shape=(2,), dtype=float32)

weight_R0_da:  tf.Tensor([5.e-05 5.e-05], shape=(2,), dtype=float32)

weight_obs tf.Tensor(0.00027777778, shape=(), dtype=float32)

weight_reg tf.Tensor(1e-04, shape=(), dtype=float32)


Iteration 0: forward and backward
Weight_R0:  0.005
-- Forward March --
Initial point losses: 
0:  ['2.15e-02', '4.72e-04', '2.10e-02', '2.52e-06', '6.02e-05']
Loss iteration 189: ['1.72e-03', '1.48e-03', '2.21e-07', '2.40e-04', '0.00e+00'] - 2s
Loss iteration 190: ['1.53e-03', '1.29e-03', '4.15e-07', '2.39e-04', '0.00e+00'] - 7s
Loss iteration 191: ['1.38e-03', '1.14e-03', '1.08e-07', '2.38e-04', '0.00e+00'] - 8s
Loss iteration 192: ['2.10e-03', '1.86e-03', '5.72e-08', '2.36e-04', '0.00e+00'] - 3s
Loss iteration 193: ['1.65e-03', '1.42e-03', '4.41e-08', '2.34e-04', '0.00e+00'] - 7s
Loss iteration 194: ['2.02e-03', '1.79e-03', '5.73e-08', '2.35e-04', '0.00e+00'] - 2s
Loss iteration 195: ['1.71e-03', '1.47e-03', '6.44e-08', '2.33e-04', '0.00e+00'] - 4s
Loss iteration 196: ['1.60e-03', '1.37e-03', '1.06e-07', '2.31e-04', '0.00e+00'] - 8s
Loss iteration 197: ['1.23e-03', '9.97e-04', '2.06e-07', '2.32e-04', '0.00e+00'] - 7s
Loss iteration 198: ['1.41e-03', '1.18e-03', '1.31e-07', '2.30e-04', '0.00e+00'] - 7s
Loss iteration 199: ['1.84e-03', '1.62e-03', '6.33e-08', '2.27e-04', '0.00e+00'] - 8s
Loss iteration 200: ['1.75e-03', '1.52e-03', '4.07e-08', '2.25e-04', '0.00e+00'] - 8s
Loss iteration 201: ['1.68e-03', '1.46e-03', '3.07e-08', '2.25e-04', '0.00e+00'] - 8s
Loss iteration 202: ['1.55e-03', '1.32e-03', '2.46e-08', '2.25e-04', '0.00e+00'] - 2s
Loss iteration 203: ['1.93e-03', '1.71e-03', '3.24e-08', '2.19e-04', '0.00e+00'] - 7s
Loss iteration 204: ['4.00e-03', '3.78e-03', '1.91e-08', '2.20e-04', '0.00e+00'] - 7s
Loss iteration 205: ['2.15e-03', '1.93e-03', '8.92e-09', '2.19e-04', '0.00e+00'] - 3s
Loss iteration 206: ['1.95e-03', '1.73e-03', '1.54e-08', '2.19e-04', '0.00e+00'] - 8s
Loss iteration 207: ['2.17e-03', '1.95e-03', '3.58e-08', '2.20e-04', '0.00e+00'] - 7s
Loss iteration 208: ['2.06e-03', '1.83e-03', '5.04e-08', '2.23e-04', '0.00e+00'] - 7s
Loss iteration 209: ['1.82e-03', '1.60e-03', '3.43e-08', '2.21e-04', '0.00e+00'] - 5s
Loss iteration 210: ['1.76e-03', '1.54e-03', '1.65e-08', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 211: ['2.26e-03', '2.04e-03', '1.43e-08', '2.20e-04', '0.00e+00'] - 8s
Loss iteration 212: ['1.95e-03', '1.73e-03', '1.02e-08', '2.21e-04', '0.00e+00'] - 2s
Loss iteration 213: ['2.27e-03', '2.05e-03', '3.94e-09', '2.21e-04', '0.00e+00'] - 2s
Loss iteration 214: ['1.87e-03', '1.65e-03', '2.59e-09', '2.16e-04', '0.00e+00'] - 8s
Loss iteration 215: ['1.98e-03', '1.76e-03', '9.22e-10', '2.17e-04', '0.00e+00'] - 3s
Loss iteration 216: ['2.13e-03', '1.92e-03', '1.92e-09', '2.14e-04', '0.00e+00'] - 5s
Loss iteration 217: ['2.49e-03', '2.27e-03', '7.54e-10', '2.20e-04', '0.00e+00'] - 6s
Loss iteration 218: ['2.34e-03', '2.11e-03', '7.99e-10', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 219: ['2.68e-03', '2.46e-03', '1.25e-09', '2.25e-04', '0.00e+00'] - 7s
Loss iteration 220: ['2.46e-03', '2.24e-03', '8.33e-10', '2.24e-04', '0.00e+00'] - 3s
Loss iteration 221: ['2.32e-03', '2.10e-03', '4.63e-10', '2.25e-04', '0.00e+00'] - 2s
Loss iteration 222: ['2.53e-03', '2.30e-03', '3.66e-10', '2.25e-04', '0.00e+00'] - 3s
Loss iteration 223: ['2.38e-03', '2.16e-03', '3.42e-10', '2.25e-04', '0.00e+00'] - 7s
Loss iteration 224: ['2.96e-03', '2.73e-03', '2.60e-10', '2.24e-04', '0.00e+00'] - 2s
Loss iteration 225: ['2.45e-03', '2.23e-03', '2.01e-10', '2.21e-04', '0.00e+00'] - 4s
Loss iteration 226: ['2.50e-03', '2.28e-03', '3.55e-11', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 227: ['2.62e-03', '2.39e-03', '3.85e-11', '2.22e-04', '0.00e+00'] - 2s
Loss iteration 228: ['3.25e-03', '3.03e-03', '3.07e-11', '2.25e-04', '0.00e+00'] - 5s
Loss iteration 229: ['3.18e-03', '2.95e-03', '1.42e-11', '2.28e-04', '0.00e+00'] - 5s
Loss iteration 230: ['2.88e-03', '2.65e-03', '8.28e-12', '2.29e-04', '0.00e+00'] - 2s
Loss iteration 231: ['3.14e-03', '2.91e-03', '1.42e-11', '2.30e-04', '0.00e+00'] - 1s
Loss iteration 232: ['3.22e-03', '2.99e-03', '4.05e-11', '2.30e-04', '0.00e+00'] - 2s
Loss iteration 233: ['2.97e-03', '2.74e-03', '4.39e-11', '2.29e-04', '0.00e+00'] - 5s
Loss iteration 234: ['2.86e-03', '2.62e-03', '2.40e-11', '2.33e-04', '0.00e+00'] - 3s
Loss iteration 235: ['3.00e-03', '2.78e-03', '1.06e-10', '2.23e-04', '0.00e+00'] - 6s
Loss iteration 236: ['2.62e-03', '2.40e-03', '4.22e-11', '2.24e-04', '0.00e+00'] - 4s
Loss iteration 237: ['3.43e-03', '3.20e-03', '1.96e-11', '2.24e-04', '0.00e+00'] - 1s
Loss iteration 238: ['2.91e-03', '2.68e-03', '2.56e-11', '2.25e-04', '0.00e+00'] - 2s
Loss iteration 239: ['3.55e-03', '3.32e-03', '1.71e-11', '2.30e-04', '0.00e+00'] - 5s
Loss iteration 240: ['3.60e-03', '3.36e-03', '9.11e-12', '2.34e-04', '0.00e+00'] - 5s
Loss iteration 241: ['2.88e-03', '2.65e-03', '1.05e-11', '2.32e-04', '0.00e+00'] - 5s
Loss iteration 242: ['3.42e-03', '3.19e-03', '2.00e-11', '2.33e-04', '0.00e+00'] - 2s
Loss iteration 243: ['3.39e-03', '3.16e-03', '4.58e-11', '2.28e-04', '0.00e+00'] - 7s
Loss iteration 244: ['3.25e-03', '3.02e-03', '3.78e-11', '2.28e-04', '0.00e+00'] - 2s
Loss iteration 245: ['2.93e-03', '2.69e-03', '2.18e-11', '2.34e-04', '0.00e+00'] - 3s
Loss iteration 246: ['3.00e-03', '2.77e-03', '3.39e-11', '2.24e-04', '0.00e+00'] - 7s
Loss iteration 247: ['2.99e-03', '2.77e-03', '1.67e-11', '2.28e-04', '0.00e+00'] - 5s
Loss iteration 248: ['3.85e-03', '3.62e-03', '8.48e-12', '2.28e-04', '0.00e+00'] - 3s
Loss iteration 249: ['3.20e-03', '2.97e-03', '1.29e-11', '2.28e-04', '0.00e+00'] - 4s
Loss iteration mean: ['7.43e-03', '4.50e-03', '1.44e-06', '2.08e-04', '2.73e-03']
-- Backward March --
Loss iteration 0: ['2.53e-03', '2.30e-03', '7.13e-12', '2.28e-04', '0.00e+00']
Loss iteration 1: ['3.32e-03', '3.09e-03', '3.48e-12', '2.32e-04', '0.00e+00'] - 5s
Loss iteration 2: ['2.13e-03', '1.89e-03', '4.44e-12', '2.43e-04', '0.00e+00'] - 8s
Loss iteration 3: ['2.59e-03', '2.36e-03', '3.30e-12', '2.36e-04', '0.00e+00'] - 8s
Loss iteration 4: ['3.69e-03', '3.45e-03', '6.56e-12', '2.42e-04', '0.00e+00'] - 5s
Loss iteration 5: ['3.68e-03', '3.44e-03', '4.26e-12', '2.38e-04', '0.00e+00'] - 8s
Loss iteration 6: ['4.38e-03', '4.14e-03', '6.45e-12', '2.39e-04', '0.00e+00'] - 1s
Loss iteration 7: ['4.21e-03', '3.97e-03', '1.44e-11', '2.40e-04', '0.00e+00'] - 2s
Loss iteration 8: ['4.42e-03', '4.18e-03', '2.66e-11', '2.42e-04', '0.00e+00'] - 1s
Loss iteration 9: ['5.19e-03', '4.95e-03', '2.29e-11', '2.43e-04', '0.00e+00'] - 2s
Loss iteration 10: ['4.32e-03', '4.06e-03', '4.80e-11', '2.61e-04', '0.00e+00'] - 8s
Loss iteration 11: ['4.17e-03', '3.92e-03', '4.26e-11', '2.54e-04', '0.00e+00'] - 8s
Loss iteration 12: ['7.24e-03', '6.98e-03', '4.79e-11', '2.62e-04', '0.00e+00'] - 8s
Loss iteration 13: ['6.27e-03', '6.01e-03', '3.95e-11', '2.59e-04', '0.00e+00'] - 6s
Loss iteration 14: ['6.25e-03', '6.00e-03', '3.21e-11', '2.57e-04', '0.00e+00'] - 8s
Loss iteration 15: ['7.06e-03', '6.79e-03', '2.59e-11', '2.69e-04', '0.00e+00'] - 8s
Loss iteration 16: ['8.16e-03', '7.89e-03', '1.85e-11', '2.70e-04', '0.00e+00'] - 1s
Loss iteration 17: ['8.41e-03', '8.14e-03', '1.32e-11', '2.70e-04', '0.00e+00'] - 2s
Loss iteration 18: ['6.61e-03', '6.34e-03', '1.18e-11', '2.79e-04', '0.00e+00'] - 8s
Loss iteration 19: ['5.70e-03', '5.41e-03', '6.61e-12', '2.87e-04', '0.00e+00'] - 4s
Loss iteration 20: ['6.33e-03', '6.05e-03', '6.86e-12', '2.87e-04', '0.00e+00'] - 2s
Loss iteration 21: ['5.18e-03', '4.88e-03', '6.55e-12', '2.91e-04', '0.00e+00'] - 7s
Loss iteration 22: ['5.48e-03', '5.20e-03', '5.84e-12', '2.79e-04', '0.00e+00'] - 7s
Loss iteration 23: ['8.33e-03', '8.04e-03', '5.87e-12', '2.92e-04', '0.00e+00'] - 8s
Loss iteration 24: ['8.81e-03', '8.51e-03', '4.34e-12', '3.01e-04', '0.00e+00'] - 8s
Loss iteration 25: ['8.52e-03', '8.21e-03', '3.44e-12', '3.02e-04', '0.00e+00'] - 2s
Loss iteration 26: ['1.02e-02', '9.84e-03', '2.66e-12', '3.22e-04', '0.00e+00'] - 8s
Loss iteration 27: ['9.08e-03', '8.76e-03', '1.10e-12', '3.22e-04', '0.00e+00'] - 8s
Loss iteration 28: ['1.06e-02', '1.03e-02', '8.56e-13', '3.24e-04', '0.00e+00'] - 2s
Loss iteration 29: ['8.51e-03', '8.18e-03', '1.13e-12', '3.26e-04', '0.00e+00'] - 1s
Loss iteration 30: ['7.51e-03', '7.17e-03', '2.06e-12', '3.44e-04', '0.00e+00'] - 7s
Loss iteration 31: ['8.32e-03', '7.97e-03', '2.43e-12', '3.48e-04', '0.00e+00'] - 4s
Loss iteration 32: ['7.24e-03', '6.89e-03', '2.25e-12', '3.49e-04', '0.00e+00'] - 2s
Loss iteration 33: ['9.54e-03', '9.19e-03', '2.26e-12', '3.49e-04', '0.00e+00'] - 2s
Loss iteration 34: ['9.62e-03', '9.27e-03', '1.98e-12', '3.51e-04', '0.00e+00'] - 4s
Loss iteration 35: ['1.31e-02', '1.27e-02', '1.51e-12', '3.71e-04', '0.00e+00'] - 8s
Loss iteration 36: ['1.13e-02', '1.09e-02', '1.46e-12', '3.79e-04', '0.00e+00'] - 4s
Loss iteration 37: ['1.33e-02', '1.29e-02', '9.49e-13', '3.81e-04', '0.00e+00'] - 1s
Loss iteration 38: ['1.13e-02', '1.09e-02', '4.93e-13', '3.77e-04', '0.00e+00'] - 7s
Loss iteration 39: ['1.46e-02', '1.42e-02', '5.07e-13', '3.84e-04', '0.00e+00'] - 5s
Loss iteration 40: ['1.03e-02', '9.96e-03', '6.63e-13', '3.87e-04', '0.00e+00'] - 1s
Loss iteration 41: ['1.00e-02', '9.63e-03', '7.16e-13', '3.91e-04', '0.00e+00'] - 6s
Loss iteration 42: ['1.11e-02', '1.07e-02', '1.50e-12', '4.09e-04', '0.00e+00'] - 7s
Loss iteration 43: ['9.52e-03', '9.11e-03', '1.50e-12', '4.10e-04', '0.00e+00'] - 1s
Loss iteration 44: ['1.32e-02', '1.28e-02', '1.31e-12', '3.79e-04', '0.00e+00'] - 8s
Loss iteration 45: ['1.22e-02', '1.18e-02', '1.20e-12', '3.78e-04', '0.00e+00'] - 2s
Loss iteration 46: ['1.67e-02', '1.63e-02', '9.70e-13', '4.02e-04', '0.00e+00'] - 8s
Loss iteration 47: ['1.28e-02', '1.23e-02', '9.44e-13', '4.42e-04', '0.00e+00'] - 8s
Loss iteration 48: ['1.33e-02', '1.29e-02', '3.94e-13', '4.70e-04', '0.00e+00'] - 8s
Loss iteration 49: ['1.60e-02', '1.55e-02', '2.76e-13', '4.70e-04', '0.00e+00'] - 2s
Loss iteration 50: ['1.61e-02', '1.56e-02', '5.21e-13', '4.67e-04', '0.00e+00'] - 7s
Loss iteration 51: ['9.66e-03', '9.18e-03', '6.54e-13', '4.81e-04', '0.00e+00'] - 6s
Loss iteration 52: ['1.03e-02', '9.81e-03', '5.44e-13', '4.67e-04', '0.00e+00'] - 6s
Loss iteration 53: ['1.22e-02', '1.18e-02', '7.50e-13', '4.65e-04', '0.00e+00'] - 7s
Loss iteration 54: ['1.29e-02', '1.24e-02', '7.61e-13', '4.66e-04', '0.00e+00'] - 2s
Loss iteration 55: ['1.68e-02', '1.64e-02', '6.80e-13', '4.51e-04', '0.00e+00'] - 4s
Loss iteration 56: ['1.55e-02', '1.50e-02', '5.06e-13', '4.49e-04', '0.00e+00'] - 2s
Loss iteration 57: ['1.91e-02', '1.86e-02', '4.25e-13', '4.92e-04', '0.00e+00'] - 8s
Loss iteration 58: ['1.62e-02', '1.57e-02', '2.59e-13', '5.06e-04', '0.00e+00'] - 4s
Loss iteration 59: ['1.58e-02', '1.53e-02', '1.13e-13', '5.07e-04', '0.00e+00'] - 2s
Loss iteration 60: ['2.17e-02', '2.12e-02', '1.03e-13', '5.07e-04', '0.00e+00'] - 2s
Loss iteration 61: ['1.98e-02', '1.93e-02', '1.31e-13', '4.88e-04', '0.00e+00'] - 7s
Loss iteration 62: ['1.26e-02', '1.21e-02', '2.08e-13', '4.97e-04', '0.00e+00'] - 5s
Loss iteration 63: ['1.30e-02', '1.25e-02', '1.36e-13', '4.96e-04', '0.00e+00'] - 2s
Loss iteration 64: ['1.50e-02', '1.45e-02', '2.73e-13', '5.02e-04', '0.00e+00'] - 7s
Loss iteration 65: ['1.67e-02', '1.62e-02', '2.61e-13', '4.91e-04', '0.00e+00'] - 8s
Loss iteration 66: ['1.77e-02', '1.72e-02', '2.36e-13', '4.90e-04', '0.00e+00'] - 1s
Loss iteration 67: ['1.61e-02', '1.56e-02', '1.97e-13', '4.88e-04', '0.00e+00'] - 1s
Loss iteration 68: ['2.00e-02', '1.95e-02', '1.61e-13', '4.89e-04', '0.00e+00'] - 2s
Loss iteration 69: ['1.88e-02', '1.83e-02', '1.11e-13', '4.91e-04', '0.00e+00'] - 1s
Loss iteration 70: ['1.71e-02', '1.66e-02', '1.10e-13', '4.98e-04', '0.00e+00'] - 4s
Loss iteration 71: ['2.23e-02', '2.18e-02', '9.45e-14', '4.98e-04', '0.00e+00'] - 2s
Loss iteration 72: ['2.22e-02', '2.17e-02', '1.26e-13', '4.93e-04', '0.00e+00'] - 8s
Loss iteration 73: ['1.39e-02', '1.34e-02', '1.28e-13', '4.95e-04', '0.00e+00'] - 2s
Loss iteration 74: ['1.41e-02', '1.36e-02', '1.10e-13', '4.98e-04', '0.00e+00'] - 3s
Loss iteration 75: ['1.67e-02', '1.62e-02', '2.00e-13', '5.31e-04', '0.00e+00'] - 8s
Loss iteration 76: ['1.93e-02', '1.88e-02', '2.17e-13', '5.31e-04', '0.00e+00'] - 2s
Loss iteration 77: ['1.68e-02', '1.63e-02', '1.77e-13', '5.18e-04', '0.00e+00'] - 7s
Loss iteration 78: ['1.50e-02', '1.45e-02', '1.61e-13', '5.17e-04', '0.00e+00'] - 2s
Loss iteration 79: ['2.10e-02', '2.05e-02', '1.21e-13', '5.17e-04', '0.00e+00'] - 1s
Loss iteration 80: ['1.82e-02', '1.76e-02', '1.52e-13', '5.62e-04', '0.00e+00'] - 7s
Loss iteration 81: ['1.79e-02', '1.73e-02', '8.65e-14', '5.58e-04', '0.00e+00'] - 8s
Loss iteration 82: ['1.92e-02', '1.87e-02', '1.17e-13', '5.60e-04', '0.00e+00'] - 7s
Loss iteration 83: ['2.26e-02', '2.20e-02', '1.22e-13', '5.61e-04', '0.00e+00'] - 2s
Loss iteration 84: ['1.20e-02', '1.15e-02', '1.50e-13', '5.64e-04', '0.00e+00'] - 2s
Loss iteration 85: ['1.37e-02', '1.31e-02', '1.58e-13', '5.75e-04', '0.00e+00'] - 7s
Loss iteration 86: ['1.65e-02', '1.59e-02', '1.84e-13', '6.04e-04', '0.00e+00'] - 8s
Loss iteration 87: ['1.79e-02', '1.73e-02', '1.83e-13', '6.06e-04', '0.00e+00'] - 2s
Loss iteration 88: ['1.54e-02', '1.48e-02', '1.12e-13', '6.00e-04', '0.00e+00'] - 7s
Loss iteration 89: ['1.29e-02', '1.23e-02', '9.31e-14', '5.99e-04', '0.00e+00'] - 2s
Loss iteration 90: ['1.88e-02', '1.82e-02', '9.46e-14', '6.05e-04', '0.00e+00'] - 8s
Loss iteration 91: ['1.58e-02', '1.51e-02', '6.57e-14', '6.32e-04', '0.00e+00'] - 7s
Loss iteration 92: ['1.70e-02', '1.63e-02', '8.61e-14', '6.31e-04', '0.00e+00'] - 2s
Loss iteration 93: ['1.64e-02', '1.58e-02', '7.97e-14', '6.30e-04', '0.00e+00'] - 2s
Loss iteration 94: ['1.99e-02', '1.93e-02', '9.87e-14', '6.33e-04', '0.00e+00'] - 2s
Loss iteration 95: ['1.01e-02', '9.42e-03', '1.35e-13', '6.35e-04', '0.00e+00'] - 2s
Loss iteration 96: ['1.26e-02', '1.20e-02', '1.40e-13', '6.37e-04', '0.00e+00'] - 1s
Loss iteration 97: ['1.56e-02', '1.50e-02', '1.41e-13', '6.69e-04', '0.00e+00'] - 8s
Loss iteration 98: ['1.34e-02', '1.27e-02', '1.32e-13', '6.78e-04', '0.00e+00'] - 4s
Loss iteration 99: ['1.44e-02', '1.37e-02', '7.07e-14', '6.81e-04', '0.00e+00'] - 8s
Loss iteration 100: ['1.20e-02', '1.13e-02', '5.34e-14', '6.80e-04', '0.00e+00'] - 2s
Loss iteration 101: ['1.57e-02', '1.50e-02', '3.47e-14', '6.83e-04', '0.00e+00'] - 2s
Loss iteration 102: ['1.47e-02', '1.40e-02', '4.50e-14', '7.13e-04', '0.00e+00'] - 7s
Loss iteration 103: ['1.46e-02', '1.39e-02', '7.73e-14', '7.12e-04', '0.00e+00'] - 1s
Loss iteration 104: ['1.47e-02', '1.40e-02', '7.98e-14', '7.11e-04', '0.00e+00'] - 2s
Loss iteration 105: ['1.56e-02', '1.49e-02', '1.20e-13', '7.06e-04', '0.00e+00'] - 6s
Loss iteration 106: ['9.95e-03', '9.24e-03', '1.51e-13', '7.08e-04', '0.00e+00'] - 2s
Loss iteration 107: ['1.05e-02', '9.76e-03', '1.58e-13', '7.24e-04', '0.00e+00'] - 8s
Loss iteration 108: ['1.40e-02', '1.32e-02', '1.48e-13', '7.66e-04', '0.00e+00'] - 8s
Loss iteration 109: ['1.02e-02', '9.46e-03', '1.34e-13', '7.73e-04', '0.00e+00'] - 7s
Loss iteration 110: ['1.24e-02', '1.16e-02', '7.83e-14', '7.88e-04', '0.00e+00'] - 8s
Loss iteration 111: ['1.21e-02', '1.13e-02', '6.02e-14', '7.92e-04', '0.00e+00'] - 3s
Loss iteration 112: ['1.23e-02', '1.15e-02', '6.54e-14', '8.20e-04', '0.00e+00'] - 7s
Loss iteration 113: ['1.39e-02', '1.31e-02', '8.93e-14', '8.32e-04', '0.00e+00'] - 6s
Loss iteration 114: ['1.24e-02', '1.16e-02', '1.55e-13', '8.29e-04', '0.00e+00'] - 1s
Loss iteration 115: ['1.41e-02', '1.33e-02', '1.51e-13', '8.28e-04', '0.00e+00'] - 2s
Loss iteration 116: ['1.43e-02', '1.35e-02', '1.67e-13', '7.97e-04', '0.00e+00'] - 7s
Loss iteration 117: ['9.72e-03', '8.92e-03', '2.33e-13', '7.95e-04', '0.00e+00'] - 8s
Loss iteration 118: ['1.04e-02', '9.58e-03', '2.34e-13', '8.08e-04', '0.00e+00'] - 5s
Loss iteration 119: ['1.43e-02', '1.35e-02', '2.37e-13', '8.16e-04', '0.00e+00'] - 2s
Loss iteration 120: ['2.10e-01', '7.46e-02', '2.21e-13', '1.01e-03', '1.34e-01'] - 8s
Loss iteration 121: ['1.74e-01', '7.90e-02', '1.62e-13', '1.38e-03', '9.33e-02'] - 8s
Loss iteration 122: ['1.34e-01', '8.18e-02', '1.20e-13', '1.72e-03', '5.02e-02'] - 8s
Loss iteration 123: ['1.24e-01', '8.30e-02', '8.68e-14', '1.97e-03', '3.85e-02'] - 8s
Loss iteration 124: ['1.44e-01', '8.12e-02', '7.21e-14', '1.96e-03', '6.11e-02'] - 2s
Loss iteration 125: ['1.25e-01', '7.57e-02', '5.20e-14', '1.93e-03', '4.78e-02'] - 2s
Loss iteration 126: ['2.11e-01', '9.52e-02', '3.08e-14', '1.95e-03', '1.13e-01'] - 2s
Loss iteration 127: ['1.93e-01', '1.01e-01', '2.08e-14', '1.69e-03', '9.04e-02'] - 8s
Loss iteration 128: ['1.98e-01', '7.58e-02', '1.02e-14', '1.61e-03', '1.21e-01'] - 8s
Loss iteration 129: ['2.87e-02', '2.69e-02', '2.42e-16', '1.81e-03', '0.00e+00'] - 8s
Loss iteration 130: ['3.21e-02', '3.01e-02', '1.04e-17', '2.02e-03', '0.00e+00'] - 8s
Loss iteration 131: ['3.00e-02', '2.80e-02', '2.98e-18', '2.03e-03', '0.00e+00'] - 2s
Loss iteration 132: ['4.02e-02', '3.82e-02', '1.49e-18', '2.08e-03', '0.00e+00'] - 7s
Loss iteration 133: ['4.47e-02', '4.26e-02', '2.98e-18', '2.07e-03', '0.00e+00'] - 5s
Loss iteration 134: ['4.11e-02', '3.90e-02', '7.03e-18', '2.05e-03', '0.00e+00'] - 2s
Loss iteration 135: ['3.80e-02', '3.60e-02', '7.89e-18', '1.99e-03', '0.00e+00'] - 5s
Loss iteration 136: ['3.25e-02', '3.06e-02', '1.04e-17', '1.83e-03', '0.00e+00'] - 8s
Loss iteration 137: ['3.28e-02', '3.12e-02', '7.36e-16', '1.66e-03', '0.00e+00'] - 8s
Loss iteration 138: ['3.17e-02', '3.00e-02', '6.58e-16', '1.65e-03', '0.00e+00'] - 3s
Loss iteration 139: ['2.61e-02', '2.44e-02', '9.60e-16', '1.66e-03', '0.00e+00'] - 1s
Loss iteration 140: ['2.14e-02', '1.96e-02', '1.87e-15', '1.76e-03', '0.00e+00'] - 8s
Loss iteration 141: ['2.13e-02', '1.95e-02', '2.17e-15', '1.83e-03', '0.00e+00'] - 8s
Loss iteration 142: ['2.47e-02', '2.10e-02', '3.07e-15', '1.80e-03', '1.95e-03'] - 8s
Loss iteration 143: ['3.70e-02', '2.82e-02', '2.78e-15', '1.79e-03', '7.05e-03'] - 8s
Loss iteration 144: ['3.10e-02', '2.52e-02', '3.80e-15', '1.86e-03', '4.00e-03'] - 8s
Loss iteration 145: ['3.51e-02', '2.90e-02', '3.99e-15', '1.85e-03', '4.24e-03'] - 8s
Loss iteration 146: ['3.21e-02', '2.59e-02', '3.94e-15', '1.85e-03', '4.28e-03'] - 4s
Loss iteration 147: ['2.55e-02', '2.14e-02', '2.77e-15', '1.77e-03', '2.25e-03'] - 7s
Loss iteration 148: ['3.66e-02', '3.08e-02', '1.32e-15', '1.78e-03', '3.97e-03'] - 8s
Loss iteration 149: ['3.58e-02', '2.89e-02', '8.58e-16', '1.71e-03', '5.18e-03'] - 8s
Loss iteration 150: ['4.11e-02', '2.49e-02', '1.28e-15', '1.72e-03', '1.45e-02'] - 2s
